"or","when","furnace","fire","night,","make","heart","clasp","shoulder","thee","terrors","brain","anvil","heaven","chain","eyes","work","symmetry","His","When","threw","their","beat,","On","the","fearful","Burnt","spears,","thy","Tiger,","twist","In","sinews","tears,","he","bright","aspire","distant","see","hammer","thine","and","skies","tiger,","Dare","wings","burning","hand","immortal","dare","dread","who","What","with","began","feet","deeps","its","Could","down","to","art","of","grasp","stars","what","Did","deadly","seize","made","lamb","was","He","forests","water'd","frame","eye","smile","And"
"3","1","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","13","2","1","1","5","2","1","4","1","1","1","2","1","1","1","1","1","2","1","2","2","1","2","4","2","2","3","1","7","1","1","1","1","1","2","1","2","1","4","1","1","7","2","1","1","1","1","1","2","2","1","2","2","1","3"
